Date,YoY,InfChange
2015-09-30,2.268536,0.04579046628560568
2015-10-31,2.335492,0.02951507051243607
2015-11-30,2.394625,0.025319290325122035
2015-12-31,2.437497,0.017903429555776063
2016-01-31,2.460879,0.009592627190925684
2016-02-29,2.538253,0.03144161090407138
2016-03-31,2.526214,-0.004743026010409546
2016-04-30,2.53143,0.002064749858879722
2016-05-31,2.565678,0.013529112003887178
2016-06-30,2.563629,-0.0007986193123220575
2016-07-31,2.569655,0.0023505741275355874
2016-08-31,2.716347,0.05708626255275506
2016-09-30,2.624799,-0.03370261605015856
2016-10-31,2.502268,-0.0466820507017871
2016-11-30,2.518564,0.006512491867378012
2016-12-31,2.585286,0.02649208040772444
2017-01-31,2.651739,0.025704312791698936
2017-02-28,2.664566,0.004837203058068784
2017-03-31,2.436586,-0.08555989981107615
2017-04-30,2.235672,-0.08245717573687117
2017-05-31,2.139634,-0.042957106409169166
2017-06-30,2.122109,-0.008190653167784778
2017-07-31,2.131777,0.004555845152157678
2017-08-31,2.075047,-0.026611601494903048
2017-09-30,2.091354,0.007858617178309713
2017-10-31,2.177581,0.04123022692475797
2017-11-30,2.099803,-0.035717615096751865
2017-12-31,2.117186,0.008278395639971903
2018-01-31,2.157823,0.019193873377209236
2018-02-28,2.123101,-0.016091217861705975
2018-03-31,2.366925,0.11484333529116131
2018-04-30,2.491592,0.05267044794406228
2018-05-31,2.543212,0.02071767769361932
2018-06-30,2.551897,0.0034149728768186893
2018-07-31,2.518753,-0.012987985016636672
2018-08-31,2.432443,-0.03426695670436908
2018-09-30,2.462881,0.012513345636465
2018-10-31,2.415236,-0.01934523024051904
2018-11-30,2.476418,0.025331686013292165
2018-12-31,2.456173,-0.00817511421738959
2019-01-31,2.375054,-0.033026582410929595
2019-02-28,2.375943,0.0003743072789081925
2019-03-31,2.356946,-0.00799556218309938
2019-04-30,2.392773,0.01520060281398039
2019-05-31,2.360903,-0.013319274331497377
2019-06-30,2.392597,0.013424524429847429
2019-07-31,2.475923,0.034826592192500394
2019-08-31,2.630398,0.062390874029604415
